file,classification,fit flag
../../pro/SDSS_BOSS/scripttest/650/nbursts_sdss_00650_52143_00174.fits,broad,True
../../pro/SDSS_BOSS/scripttest/7259/nbursts_sdss_07259_56603_00857.fits,broad,True
../../pro/SDSS_BOSS/scripttest/948/nbursts_sdss_00948_52428_00345.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/948/nbursts_sdss_00948_52428_00564.fits,broad,False
../../pro/SDSS_BOSS/scripttest/379/nbursts_sdss_00379_51789_00579.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1225/nbursts_sdss_01225_52760_00638.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15300/nbursts_sdss_15300_59373_00000.fits,broad,True
../../pro/SDSS_BOSS/scripttest/517/nbursts_sdss_00517_52024_00631.fits,broad,True
../../pro/SDSS_BOSS/scripttest/517/nbursts_sdss_00517_52024_00390.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/517/nbursts_sdss_00517_52024_00633.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2008/nbursts_sdss_02008_53473_00043.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15307/nbursts_sdss_15307_59290_00000.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15307/nbursts_sdss_15307_59370_00000.fits,broad,True
../../pro/SDSS_BOSS/scripttest/4562/nbursts_sdss_04562_55570_00166.fits,broad,True
../../pro/SDSS_BOSS/scripttest/104648/nbursts_sdss_104648_59933_27021600031412522.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2661/nbursts_sdss_02661_54505_00408.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/103009/nbursts_sdss_103009_59676_27021597911999017.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101101/nbursts_sdss_101101_60087_27021597905478093.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101101/nbursts_sdss_101101_60087_27021597905479646.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/979/nbursts_sdss_00979_52427_00481.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1670/nbursts_sdss_01670_53438_00015.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1684/nbursts_sdss_01684_53239_00183.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15309/nbursts_sdss_15309_59374_00000.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15309/nbursts_sdss_15309_59312_00000.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2234/nbursts_sdss_02234_53823_00597.fits,broad,False
../../pro/SDSS_BOSS/scripttest/2234/nbursts_sdss_02234_53823_00238.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2650/nbursts_sdss_02650_54505_00623.fits,broad,False
../../pro/SDSS_BOSS/scripttest/7144/nbursts_sdss_07144_56564_00188.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/4994/nbursts_sdss_04994_55739_00868.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/586/nbursts_sdss_00586_52023_00146.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1624/nbursts_sdss_01624_53386_00594.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/778/nbursts_sdss_00778_52337_00261.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101956/nbursts_sdss_101956_59913_27021600300661020.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101956/nbursts_sdss_101956_59913_27021600414029849.fits,broad,True
../../pro/SDSS_BOSS/scripttest/101956/nbursts_sdss_101956_59913_27021598104027994.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/5419/nbursts_sdss_05419_55983_00112.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2894/nbursts_sdss_02894_54539_00566.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1847/nbursts_sdss_01847_54176_00484.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1427/nbursts_sdss_01427_52996_00593.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1427/nbursts_sdss_01427_52996_00594.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1427/nbursts_sdss_01427_52996_00591.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/3142/nbursts_sdss_03142_54735_00432.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2090/nbursts_sdss_02090_53463_00249.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2090/nbursts_sdss_02090_53463_00242.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00443.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00336.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00419.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00213.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00628.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00558.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00553.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1615/nbursts_sdss_01615_53166_00323.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1043/nbursts_sdss_01043_52465_00237.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1088/nbursts_sdss_01088_52929_00458.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1418/nbursts_sdss_01418_53142_00044.fits,broad,False
../../pro/SDSS_BOSS/scripttest/385/nbursts_sdss_00385_51783_00598.fits,broad,True
../../pro/SDSS_BOSS/scripttest/104647/nbursts_sdss_104647_59906_27021599984456335.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2497/nbursts_sdss_02497_54154_00292.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2497/nbursts_sdss_02497_54154_00264.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/518/nbursts_sdss_00518_52282_00563.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/103039/nbursts_sdss_103039_59986_27021597919889749.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/104640/nbursts_sdss_104640_59725_27021597918516186.fits,broad,True
../../pro/SDSS_BOSS/scripttest/104640/nbursts_sdss_104640_59725_27021597918516185.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/382/nbursts_sdss_00382_51816_00547.fits,broad,False
../../pro/SDSS_BOSS/scripttest/2656/nbursts_sdss_02656_54484_00469.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2232/nbursts_sdss_02232_53827_00152.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2232/nbursts_sdss_02232_53827_00203.fits,broad,True
../../pro/SDSS_BOSS/scripttest/5487/nbursts_sdss_05487_55982_00447.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15102/nbursts_sdss_15102_59209_00000.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/15330/nbursts_sdss_15330_59318_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/340/nbursts_sdss_00340_51691_00456.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/340/nbursts_sdss_00340_51691_00460.fits,broad,True
../../pro/SDSS_BOSS/scripttest/101109/nbursts_sdss_101109_60117_27021597904710301.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/971/nbursts_sdss_00971_52644_00256.fits,broad,False
../../pro/SDSS_BOSS/scripttest/103008/nbursts_sdss_103008_59677_27021597912132328.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/16577/nbursts_sdss_016577_59629_27021597918707184.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/4563/nbursts_sdss_04563_55617_00626.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/15306/nbursts_sdss_15306_59284_00000.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15301/nbursts_sdss_15301_59314_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/15301/nbursts_sdss_15301_59338_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1224/nbursts_sdss_01224_52765_00501.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/4564/nbursts_sdss_04564_55570_00737.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1614/nbursts_sdss_01614_53120_00559.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1614/nbursts_sdss_01614_53120_00554.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1614/nbursts_sdss_01614_53120_00505.fits,broad,True
../../pro/SDSS_BOSS/scripttest/15355/nbursts_sdss_15355_59358_00000.fits,broad,False
../../pro/SDSS_BOSS/scripttest/101191/nbursts_sdss_101191_59744_27021597905976729.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101191/nbursts_sdss_101191_59714_27021600747167139.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/4359/nbursts_sdss_04359_55533_00698.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/4359/nbursts_sdss_04359_55533_00977.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/15194/nbursts_sdss_15194_59242_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/15352/nbursts_sdss_15352_59358_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/3978/nbursts_sdss_03978_55330_00048.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1613/nbursts_sdss_01613_53115_00004.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1846/nbursts_sdss_01846_54173_00496.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1846/nbursts_sdss_01846_54173_00083.fits,broad,False
../../pro/SDSS_BOSS/scripttest/102984/nbursts_sdss_102984_59979_27021597912531488.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1625/nbursts_sdss_01625_53140_00066.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102977/nbursts_sdss_102977_59893_27021597914275418.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1622/nbursts_sdss_01622_53385_00531.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2098/nbursts_sdss_02098_53460_00365.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/573/nbursts_sdss_00573_52325_00062.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/7101/nbursts_sdss_07101_56659_00072.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/7101/nbursts_sdss_07101_56659_00102.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1454/nbursts_sdss_01454_53090_00318.fits,broad,False
../../pro/SDSS_BOSS/scripttest/5490/nbursts_sdss_05490_56003_00248.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/5490/nbursts_sdss_05490_56003_00194.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/104657/nbursts_sdss_104657_59874_27021600074999881.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1833/nbursts_sdss_01833_54561_00409.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/395/nbursts_sdss_00395_51783_00204.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/395/nbursts_sdss_00395_51783_00245.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1453/nbursts_sdss_01453_53084_00488.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/2474/nbursts_sdss_02474_54333_00564.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2646/nbursts_sdss_02646_54479_00146.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/392/nbursts_sdss_00392_51793_00129.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/392/nbursts_sdss_00392_51793_00130.fits,broad,False
../../pro/SDSS_BOSS/scripttest/101746/nbursts_sdss_101746_59914_27021597842813916.fits,broad,False
../../pro/SDSS_BOSS/scripttest/6640/nbursts_sdss_06640_56385_00597.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1233/nbursts_sdss_01233_52734_00596.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/8178/nbursts_sdss_08178_57428_00538.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/539/nbursts_sdss_00539_52017_00039.fits,broad,True
../../pro/SDSS_BOSS/scripttest/539/nbursts_sdss_00539_52017_00071.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2214/nbursts_sdss_02214_53794_00122.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/6486/nbursts_sdss_06486_56328_00196.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1802/nbursts_sdss_01802_53885_00092.fits,broad,False
../../pro/SDSS_BOSS/scripttest/350/nbursts_sdss_00350_51691_00132.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/350/nbursts_sdss_00350_51691_00125.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/350/nbursts_sdss_00350_51691_00215.fits,broad,True
../../pro/SDSS_BOSS/scripttest/350/nbursts_sdss_00350_51691_00605.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/6481/nbursts_sdss_06481_56363_00762.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1496/nbursts_sdss_01496_52883_00486.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2213/nbursts_sdss_02213_53792_00192.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102905/nbursts_sdss_102905_59975_27021597917745693.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1234/nbursts_sdss_01234_52724_00041.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/6475/nbursts_sdss_06475_56337_00232.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1650/nbursts_sdss_01650_53174_00144.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1462/nbursts_sdss_01462_53112_00413.fits,broad,False
../../pro/SDSS_BOSS/scripttest/7108/nbursts_sdss_07108_56686_00334.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/103020/nbursts_sdss_103020_60077_27021598131921792.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/4779/nbursts_sdss_04779_55656_00444.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/767/nbursts_sdss_00767_52252_00355.fits,broad,True
../../pro/SDSS_BOSS/scripttest/101181/nbursts_sdss_101181_59953_27021597906118144.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1851/nbursts_sdss_01851_53524_00594.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1851/nbursts_sdss_01851_53524_00630.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/793/nbursts_sdss_00793_52370_00620.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/793/nbursts_sdss_00793_52370_00251.fits,broad,False
../../pro/SDSS_BOSS/scripttest/793/nbursts_sdss_00793_52370_00608.fits,broad,False
../../pro/SDSS_BOSS/scripttest/100408/nbursts_sdss_100408_60056_27021597919326554.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/6045/nbursts_sdss_06045_56072_00121.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/8789/nbursts_sdss_08789_57358_00926.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102367/nbursts_sdss_102367_60061_27021600218311905.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102367/nbursts_sdss_102367_60061_27021598158083521.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/104632/nbursts_sdss_104632_59644_27021600781762447.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/5401/nbursts_sdss_05401_55949_00376.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2240/nbursts_sdss_02240_53823_00533.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2240/nbursts_sdss_02240_53823_00243.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/5065/nbursts_sdss_05065_55739_00890.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101382/nbursts_sdss_101382_60119_27021598747982308.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101382/nbursts_sdss_101382_60119_27021598747982191.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/4378/nbursts_sdss_04378_55853_00024.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2847/nbursts_sdss_02847_54452_00494.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/4347/nbursts_sdss_04347_55830_00872.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2282/nbursts_sdss_02282_53683_00107.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2878/nbursts_sdss_02878_54465_00019.fits,broad,True
../../pro/SDSS_BOSS/scripttest/101143/nbursts_sdss_101143_60093_27021600711578782.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101143/nbursts_sdss_101143_60063_27021597904336077.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101143/nbursts_sdss_101143_60063_27021597904340391.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/335/nbursts_sdss_00335_52000_00448.fits,broad,False
../../pro/SDSS_BOSS/scripttest/751/nbursts_sdss_00751_52251_00325.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1269/nbursts_sdss_01269_52937_00059.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/15387/nbursts_sdss_15387_59386_00000.fits,broad,True
../../pro/SDSS_BOSS/scripttest/101188/nbursts_sdss_101188_59712_27021597905896967.fits,broad,True
../../pro/SDSS_BOSS/scripttest/102369/nbursts_sdss_102369_60061_27021598157795968.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1651/nbursts_sdss_01651_53442_00343.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1651/nbursts_sdss_01651_53442_00171.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/6480/nbursts_sdss_06480_56340_00181.fits,broad,True
../../pro/SDSS_BOSS/scripttest/4778/nbursts_sdss_04778_55706_00686.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/732/nbursts_sdss_00732_52221_00501.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/17818/nbursts_sdss_017818_59631_27021598159288030.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1464/nbursts_sdss_01464_53091_00159.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1000/nbursts_sdss_01000_52643_00077.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102903/nbursts_sdss_102903_59975_27021597919632448.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1232/nbursts_sdss_01232_52731_00368.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1694/nbursts_sdss_01694_53472_00420.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1452/nbursts_sdss_01452_53112_00057.fits,broad,False
../../pro/SDSS_BOSS/scripttest/7100/nbursts_sdss_07100_56636_00059.fits,broad,True
../../pro/SDSS_BOSS/scripttest/101129/nbursts_sdss_101129_60096_27021597904000838.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/6489/nbursts_sdss_06489_56329_00488.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1268/nbursts_sdss_01268_52933_00605.fits,broad,False
../../pro/SDSS_BOSS/scripttest/6429/nbursts_sdss_06429_56274_00040.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/8123/nbursts_sdss_08123_56931_00262.fits,broad,True
../../pro/SDSS_BOSS/scripttest/101189/nbursts_sdss_101189_59953_27021597905963910.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1401/nbursts_sdss_01401_53144_00358.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1091/nbursts_sdss_01091_52902_00544.fits,broad,True
../../pro/SDSS_BOSS/scripttest/5409/nbursts_sdss_05409_55957_00684.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/5409/nbursts_sdss_05409_55957_00240.fits,broad,True
../../pro/SDSS_BOSS/scripttest/5409/nbursts_sdss_05409_55957_00308.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/5409/nbursts_sdss_05409_55957_00199.fits,broad,True
../../pro/SDSS_BOSS/scripttest/5409/nbursts_sdss_05409_55957_00222.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1439/nbursts_sdss_01439_53003_00101.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1439/nbursts_sdss_01439_53003_00146.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/6278/nbursts_sdss_06278_56266_00820.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2277/nbursts_sdss_02277_53705_00195.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2277/nbursts_sdss_02277_53705_00177.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1250/nbursts_sdss_01250_52930_00166.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1406/nbursts_sdss_01406_52876_00143.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2283/nbursts_sdss_02283_53729_00063.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/2283/nbursts_sdss_02283_53729_00196.fits,broad,True
../../pro/SDSS_BOSS/scripttest/104633/nbursts_sdss_104633_59933_27021600685236845.fits,broad,True
../../pro/SDSS_BOSS/scripttest/104633/nbursts_sdss_104633_59931_27021597919636149.fits,broad,True
../../pro/SDSS_BOSS/scripttest/553/nbursts_sdss_00553_51999_00521.fits,broad,False
../../pro/SDSS_BOSS/scripttest/6285/nbursts_sdss_06285_56248_00780.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/5400/nbursts_sdss_05400_56308_00639.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/934/nbursts_sdss_00934_52672_00577.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/554/nbursts_sdss_00554_52000_00284.fits,broad,True
../../pro/SDSS_BOSS/scripttest/104634/nbursts_sdss_104634_59897_27021600780183083.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1605/nbursts_sdss_01605_53062_00452.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2246/nbursts_sdss_02246_53767_00495.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/2246/nbursts_sdss_02246_53767_00486.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1783/nbursts_sdss_01783_53386_00106.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/6304/nbursts_sdss_06304_56570_00706.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1313/nbursts_sdss_01313_52790_00281.fits,broad,False
../../pro/SDSS_BOSS/scripttest/15236/nbursts_sdss_15236_59255_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1748/nbursts_sdss_01748_53112_00189.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2591/nbursts_sdss_02591_54140_00439.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/6932/nbursts_sdss_06932_56397_00232.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/6932/nbursts_sdss_06932_56397_00296.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1746/nbursts_sdss_01746_53062_00029.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1322/nbursts_sdss_01322_52791_00464.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1322/nbursts_sdss_01322_52791_00467.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2305/nbursts_sdss_02305_54414_00238.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/102010/nbursts_sdss_102010_59977_27021600333419229.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/15238/nbursts_sdss_15238_59375_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/103136/nbursts_sdss_103136_60065_27021598154928572.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/101659/nbursts_sdss_101659_60091_27021598158774154.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1325/nbursts_sdss_01325_52762_00508.fits,broad,False
../../pro/SDSS_BOSS/scripttest/15200/nbursts_sdss_15200_59245_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/444/nbursts_sdss_00444_51883_00191.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/444/nbursts_sdss_00444_51883_00200.fits,broad,False
../../pro/SDSS_BOSS/scripttest/2369/nbursts_sdss_02369_53733_00300.fits,broad,False
../../pro/SDSS_BOSS/scripttest/101090/nbursts_sdss_101090_59957_27021597905830343.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/15059/nbursts_sdss_15059_59199_00000.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/649/nbursts_sdss_00649_52201_00124.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/649/nbursts_sdss_00649_52201_00176.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/1371/nbursts_sdss_01371_52821_00106.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2190/nbursts_sdss_02190_54386_00628.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1712/nbursts_sdss_01712_53531_00314.fits,broad,True
../../pro/SDSS_BOSS/scripttest/2507/nbursts_sdss_02507_53876_00277.fits,broad,True
../../pro/SDSS_BOSS/scripttest/100725/nbursts_sdss_100725_59986_27021597910409701.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/103968/nbursts_sdss_103968_59980_27021598053347642.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1172/nbursts_sdss_01172_52759_00119.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1172/nbursts_sdss_01172_52759_00108.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1172/nbursts_sdss_01172_52759_00105.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1172/nbursts_sdss_01172_52759_00110.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1172/nbursts_sdss_01172_52759_00160.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102885/nbursts_sdss_102885_60013_27021597920071489.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102081/nbursts_sdss_102081_59892_27021597887252187.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2509/nbursts_sdss_02509_54180_00499.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2509/nbursts_sdss_02509_54180_00239.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2509/nbursts_sdss_02509_54180_00432.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1378/nbursts_sdss_01378_53061_00451.fits,broad,True
../../pro/SDSS_BOSS/scripttest/1378/nbursts_sdss_01378_53061_00427.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/486/nbursts_sdss_00486_51910_00426.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/102623/nbursts_sdss_102623_60086_27021598728067045.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1347/nbursts_sdss_01347_52823_00468.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/1324/nbursts_sdss_01324_53088_00500.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/100741/nbursts_sdss_100741_60071_27021597908669911.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/7676/nbursts_sdss_07676_57329_00750.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/885/nbursts_sdss_00885_52379_00454.fits,broad,False
../../pro/SDSS_BOSS/scripttest/1747/nbursts_sdss_01747_53075_00269.fits,narrow,False
../../pro/SDSS_BOSS/scripttest/101204/nbursts_sdss_101204_59744_27021597828567451.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/15239/nbursts_sdss_15239_59293_00000.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102011/nbursts_sdss_102011_59992_27021600265443831.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/102011/nbursts_sdss_102011_59986_27021600364586906.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/6933/nbursts_sdss_06933_56398_00238.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2597/nbursts_sdss_02597_54231_00619.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/2597/nbursts_sdss_02597_54231_00442.fits,narrow,True
../../pro/SDSS_BOSS/scripttest/6305/nbursts_sdss_06305_56563_00248.fits,broad,True
